,13,目玉焼き,フレンチサラダ,わかめと玉ねぎの味噌汁,中華丼,もやしとほうれん草のナムル,豚しゃぶと野菜のおろしポン酢,青梗菜と油揚げの炒め,キャベツとえのきの味噌汁,,
,14,高野豆腐の卵とじ,ウインナーと野菜のソテー,じゃがいもと玉ねぎの味噌汁,塩ワンタンメン,白身魚フライ,ビックメンチカツ,ブロッコリーのガーリック炒め,キャベツとわかめの味噌汁,,
,15,鶏肉団子の甘酢あん,ハムとひじきの中華サラダ,とうもろこしと玉葱の中華スープ,和風おろしハンバーグ,さつま芋ダイスサラダ,鶏すき煮,オクラの梅おかか和え,わかめと玉ねぎの味噌汁,,
,16,ほうれん草スクランブル,ハム,キャベツとわかめの味噌汁,冷やし肉みそ茄子うどん,大根とツナのおかか和え,鶏の唐揚げオーロラソース,じゃが芋のカレー炒め,長ねぎとえのきの味噌汁,,
,17,ピーマン肉詰めフライ,ポテトの醬油バター風味,大根と人参の味噌汁,ミートソーススパゲティ,ミックスサラダ,【土用の丑の日】夏野菜と豚しゃぶ＆ミニうな丼セット,アイスクリーム,麩と三つ葉の味噌汁,,夕特です。
,18,肉入りコロッケ,ツナとブロッコリーのマカロニサラダ,野菜スープ,ハヤシライス,そら豆とポテトのマヨ和え,鯖の味噌煮,栗かぼちゃの含め煮,小松菜とわかめの味噌汁,,
,19,プレーンオムレツ,ひじきと白滝の煮付け,ごぼうの味噌汁,タイ風　鶏肉の生姜炒めご飯,にらともやしの辛子醬油,豚肉の甘辛炒め,ブロッコリーのおかか和え,わかめと麩の味噌汁,,
,20,温泉玉子,里芋の彩りあんかけ,わかめと玉ねぎの味噌汁,ウインナーのカレーピラフ,明太子スパゲティ,チキンのデミトマやわらか煮,キャベツとハムのコンソメソテー,大根とわかめの味噌汁,,
,21,野菜のスクランブル,ベーコン,豆腐とわかめの味噌汁,(冷)肉天うどん,ポテトとアボカドの辛子マヨネーズ和え,アジの竜田揚げ,大根の炒め煮,しめじとわかめの味噌汁,,
,22,チキンナゲット,ほうれん草と人参のソテー,小松菜と大根の中華スープ,シーフードフライカレー,ピーマンの三色マリネ,揚げ鳥のネギ南蛮だれ,ワカメとしめじの煮浸し,キャベツと大根の味噌汁,,
,23,鯖の塩焼き,五目豆,じゃがいもと玉ねぎの味噌汁,三食ピーマンとモッツアレラのトマトクリームパスタ,ブロッコリーとお豆のサラダ,チキンストロガノフ,パプリカと大根のピクルス,キャベツと大根のピクルス,,
,24,プレーンオムレツ,ウインナーと野菜のソテー,大根とわかめの味噌汁,とんこつ醬油ラーメン,ポテトの磯部揚げ,ピーマン肉詰めフライと野菜コロッケ,レンコーンサラダ,玉葱とえのきの味噌汁,,
,25,ハム野菜炒め,青じそスパゲティー,コンソメジュリアン,チャーハンWITH豚の生姜焼き,キャベツとオクラの塩昆布和え,白身魚のフリットジンジャーソース,白菜と人参のピリ辛和え,玉葱と油揚げの味噌汁,,
,26,ハンバーグ,ブロッコリーとコーンの辛子マヨネーズ,じゃが芋とわかめの味噌汁,ソーセージのカツ,緑黄色野菜のおかか和え,豚肉と野菜のしゃぶしゃぶ風,きんぴらごぼう,わかめと麩の味噌汁,,
,27,目玉焼き,ワカメと玉葱の中華和え,ごぼうの味噌汁,豚肉ときのこのポン酢炒め,キャベツのお浸し,鶏肉の治部煮,茄子のゆず醬油,小松菜とわかめの味噌汁,,
,28,和風スクランブル,大根とベーコンの洋風きんぴら,豆腐とわかめの味噌汁,冷やし中華,ポテトの磯部揚げ,チキンの香味揚げ,さつま芋のきんぴらバター風味,キャベツともやしの味噌汁,,
,29,ハンバーグ,ブロッコリーのガーリック炒め,わかめと玉ねぎの味噌汁,豚肉の生姜焼き丼,人参のナムル,夏野菜の四川風炒め,大根の梅和え,豆腐とわかめの味噌汁,,
,30,厚揚げのそぼろあん,マカロニサラダ,キャベツと大根の味噌汁,冷やしばくだんうどん,野菜コロッケ,【勝ち飯】揚げ鳥と5種野菜の香味ソースセット,切り干し大根とツナの柚子風味,わかめと麩の味噌汁,,
,31,ウインナー,ほうれん草と人参のソテー,大根と人参の味噌汁,ベーコンとほうれん草の和風スパゲッティ,肉団子の旨煮,ハンバーグとミートコロッケ,ピーマンの中華和え,じゃが芋と玉ねぎの味噌汁,,
